wine_id,wine,winery,year,region,wine_style,wine_style_description,ratings_average,ratings_number,all_vintage_ratings_average,all_vintage_ratings_count,price,price_type,grapes,interesting_facts,body_description,bottle_type,acidity,sweetness,intensity,tannin,fizziness,unique_id,alcohol,has_wine_style_description,has_interesting_facts,mild and soft cheese,pork,cured meat,game (deer & vension),fruity desserts,lean fish,appetizers and snacks,rich fish (salmon & tuna etc),veal,pasta,mature and hard cheese,lamb,vegetarian,blue cheese,sweet desserts,aperitif,poultry,shellfish,beef,amount_food_words,vegetal,oak,spices,tropical_fruit,non_oak,earth,tree_fruit,floral,black_fruit,microbio,dried_fruit,citrus_fruit,red_fruit,amount_flavor_words,amount_grapes,wine_type
1954313,Portas da Herdade Tinto 2020,Portas da Herdade,2020,Alentejano,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",3.6,210,3.3,9406,4.89,vc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",Full-bodied,Bottle (0.75l),3.128783,1.9557449,3.503469,3.06738,0.0,1954313-2020,14.0,Yes,Yes,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,4,False,True,True,False,True,True,False,True,True,True,True,False,True,9,2,red
10782595,Cavagri Urbe Augusta Loureiro 2019,Cavagri,2019,Vinho Verde,Portuguese Vinho Verde White,"Vinho Verde is a widely consumed white wine from Northern Portugal. The wine tends to be made from local grapes such as Alvarinho (Albarino), Loureiro, Arinto, and Azal.

Vinho Verde is a light, refreshing wine with lots of floral and green fruit notes. The wine often has a slight carbonation to it, though not enough that it could be referred to as a sparkling wine.

A Vinho Verde region was established in 1908, though the area didn't receive its Denominação de Origem Controlada (DOC) until 1984. The wine is thought to have originated in the Minho province in the far north of Portugal.

The carbonation in the bottle occurs from a process called malolactic fermentation, and while this is typically considered to be a defect in the wine the Vinho Verde producers found that the consumers rather liked it.

Because of the wine's bracing acidity and oceanic minerality it should be considered to be the ultimate partner to raw shellfish.",0.0,3,4.0,88,4.89,vc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['Growers quite often plant their vines of telephone poles of large walls in order to grow fruit and vegetables beneath the vines.', 'Vinho Verde is a wine intended to be consumed young.', ""15% of Portugal's natural viticultural area is dedicated to the production of Vinho Verde.""]",Very light-bodied,Bottle (0.75l),4.5,1.1949425,1.5,0.0,0.0,10782595-2019,11.0,Yes,Yes,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,3,False,False,False,False,False,False,True,False,False,False,False,True,False,2,6,white
5843012,Casa Ermelinda Freitas Prestigious Portuguese Red 2021,Casa Ermelinda Freitas,2021,Península de Setúbal,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",3.8,86,3.8,257,4.9,vc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",Full-bodied,Bottle (0.75l),3.176018,2.3215299,3.8941956,2.982036,0.0,5843012-2021,14.0,Yes,Yes,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,4,False,True,True,False,True,True,False,True,True,False,False,False,True,7,2,red
1218337,Aliança Vinho Verde 2021,Aliança,2021,Vinho Verde,Portuguese Vinho Verde White,"Vinho Verde is a widely consumed white wine from Northern Portugal. The wine tends to be made from local grapes such as Alvarinho (Albarino), Loureiro, Arinto, and Azal.

Vinho Verde is a light, refreshing wine with lots of floral and green fruit notes. The wine often has a slight carbonation to it, though not enough that it could be referred to as a sparkling wine.

A Vinho Verde region was established in 1908, though the area didn't receive its Denominação de Origem Controlada (DOC) until 1984. The wine is thought to have originated in the Minho province in the far north of Portugal.

The carbonation in the bottle occurs from a process called malolactic fermentation, and while this is typically considered to be a defect in the wine the Vinho Verde producers found that the consumers rather liked it.

Because of the wine's bracing acidity and oceanic minerality it should be considered to be the ultimate partner to raw shellfish.",4.0,173,3.7,2305,4.95,vc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['Growers quite often plant their vines of telephone poles of large walls in order to grow fruit and vegetables beneath the vines.', 'Vinho Verde is a wine intended to be consumed young.', ""15% of Portugal's natural viticultural area is dedicated to the production of Vinho Verde.""]",Very light-bodied,Bottle (0.75l),4.4618597,1.4423361,1.5190271,0.0,0.0,1218337-2021,10.0,Yes,Yes,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,3,True,True,True,True,True,True,True,True,False,True,True,True,True,12,6,white
4269600,Cartuxa Vinea Tinto 2014,Cartuxa,2014,Alentejano,Southern Portugal Red,"Just like in the north, the red wines of Southern Portugal are experiencing a Renaissance right now. These wines are typically fruity and easy to enjoy.

The regions of Alentejo and Ribatejo are leading the charge making delicious wine that anyone can enjoy.

While Northern Portugal is making amazing wines in small quantities, Southern Portugal is producing delicious, easy-drinking red wines in large quantities.

The region of Alentejo is on the forefront of this movement. The sprawling farms have allowed them to make soft, delicious wines from local grape varieties.

The region of Ribatejo is also making approachable, fun wines, but they use French grapes much more than Alentejo. Cabernet Sauvignon, Syrah, and Merlot are often found along with local grapes. White grapes are still more common in the area, but there is so much potential in the red wines.",3.3,940,3.4,8824,4.95,vc,"Baga, Castelao","[""Over half of the world's supply of cork is grown in Portugal."", 'With its bulk wine production, the region of Estremadura produces more wine than any other region in Portugal.', 'The region of Estremadura is known locally as Oeste, which means West.', 'The soil in much of Southern Portugal is alluvial, which is very fertile and perfect for getting lots of fruit.', 'Traditional wine in the Alentejo region is aged in clay pots.', 'A large portion of the wine in Southern Portugal is made in cooperatives that make wine for many producers at the same time.']",Full-bodied,Bottle (0.75l),3.0869675,2.059915,3.2449927,2.9170673,0.0,4269600-2014,14.0,Yes,Yes,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,4,True,True,True,False,True,True,False,False,True,True,True,False,True,9,2,red
4279147,Casa Ermelinda Freitas Alvarinho 2021,Casa Ermelinda Freitas,2021,Península de Setúbal,Southern Portugal White,"Southern Portugal is far better known for its reds than its whites, but that doesn't mean that there aren't great bottles to be found. The dryer, hotter climate makes yielding precious acidic wine more challenging than it would be in the north.

The fabulous coastal region of Alentejo produces some excellent wine from the Antão Vaz grape, which is known for being acidic, zesty and tropical fruit-heavy.

Dry and hot are two words that commonly describe the growing regions of Southern Portugal. With as little as 23 inches of rainfall per year and summer temperatures often in excess of 100F, it's easy to see why it's considered difficult to grow great white wine.

While this area is more commonly known for reds, Antão Vaz is a white grape that has won plaudits across the wine world. Thick skinned and often similar to a lightly oaked chardonnay, it's the flagship wine of the Vidigueira region.

The wines of Southern Portugal love seafood, and work extremely well with some fresh fish, nice oily sardines or seafood paella.",3.8,33,3.8,531,4.99,vc,"Malvasia, Fernao Pires","[""The Alentejo region is far more well known for producing grain, and is unofficially called Portugal's “bread basket”."", 'Portugal is currently the 12th largest wine producing country in the world.', ""Southern Portugal is far better known for producing cork than producing wine. It makes over one third of the world's natural bottle stoppers.""]",Medium-bodied,Bottle (0.75l),2.8308043,1.8830419,3.1909208,0.0,0.0,4279147-2021,13.0,Yes,Yes,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,4,False,True,True,True,True,True,True,True,False,True,False,True,False,9,2,white
76031,Grão Vasco Dão Tinto 2019,Grão Vasco,2019,Dão,Portuguese Dão Red,"Dão red wines come from a wide variety of grapes. They include Touriga Nacional, Alfrocheiro, Tinta Roriz, Jaen, Baga, Bastardo and Tinta Pinheira. The wines can range from thin to full-bodied due to multiple altitudes that these wines are grown in.

The wines normally are packed with plum and cherry flavors which are supported by firm tannins. They pair well with a wide range of food making them an easy choice for a dinner.

Being surrounded by mountains on all sides has its advantages. The Dão region is protected from the climate of the continent and from the ocean. The elevation also gives the wine much of its character. Elevation ranges between 600 feet to 3,000 feet at some points.

Most vineyards have small plots dotted through various hillsides and elevations. The soil is very poor making for stronger vines that can survive the shifts from cool nights to hot days.

The region is still considered off the beaten path and great value can be found in many of the wines. The lusher wines have the ability to age for up to 20 years or possibly more.",3.6,2023,3.4,17019,4.99,vc,Touriga Nacional,"['Dão nobre (means noble Dão), this is saved for reserve wines.', 'Garrafeira requires wines to be 0.5% higher in alcohol and requires two or more years spent in oak.', 'Tinta Roriz is an indigenous grape to the region. In Spain it is known as Tempranillo.', 'Touriga Nacional, the main component of port, originated in this region.']",Full-bodied,Bottle (0.75l),3.5147011,1.6336251,3.6305547,3.3077393,0.0,76031-2019,13.0,Yes,Yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,5,True,True,True,True,True,True,True,True,True,True,True,True,True,13,1,red
1253734,Mateus The Original Rosé,Mateus,N.V.,Douro,Northern Portugal Rosé,empty,3.7,50673,3.7,50673,4.99,vc,"Touriga Nacional, Tinta Roriz, Touriga Francesa",empty,Medium-bodied,Bottle (0.75l),3.2688782,2.217008,2.980083,0.0,0.0,1253734-N.V.,12.0,No,No,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,True,True,True,True,True,True,True,True,True,True,True,True,True,13,3,rose
9230822,Fonte Real Tinto 2022,Fonte Real,2022,Vinho de Portugal,Portuguese Red,empty,0.0,4,3.8,198,4.99,vc,"Touriga Nacional, Tinta Roriz, Touriga Francesa",empty,Full-bodied,Bottle (0.75l),3.425,1.615,4.0,2.6950002,0.0,9230822-2022,14.0,No,No,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4,False,True,False,True,True,True,False,False,True,False,False,False,True,6,3,red
1226459,Casal Garcia Vinho Verde,Casal Garcia,N.V.,Vinho Verde,Portuguese Vinho Verde White,"Vinho Verde is a widely consumed white wine from Northern Portugal. The wine tends to be made from local grapes such as Alvarinho (Albarino), Loureiro, Arinto, and Azal.

Vinho Verde is a light, refreshing wine with lots of floral and green fruit notes. The wine often has a slight carbonation to it, though not enough that it could be referred to as a sparkling wine.

A Vinho Verde region was established in 1908, though the area didn't receive its Denominação de Origem Controlada (DOC) until 1984. The wine is thought to have originated in the Minho province in the far north of Portugal.

The carbonation in the bottle occurs from a process called malolactic fermentation, and while this is typically considered to be a defect in the wine the Vinho Verde producers found that the consumers rather liked it.

Because of the wine's bracing acidity and oceanic minerality it should be considered to be the ultimate partner to raw shellfish.",3.8,87919,3.8,87919,4.99,vc,"Arinto de Bucelas, Loureiro, Alvarinho, Azal, Avesso, Batoca","['Growers quite often plant their vines of telephone poles of large walls in order to grow fruit and vegetables beneath the vines.', 'Vinho Verde is a wine intended to be consumed young.', ""15% of Portugal's natural viticultural area is dedicated to the production of Vinho Verde.""]",Very light-bodied,Bottle (0.75l),4.150375,1.7292178,1.6198715,0.0,0.0,1226459-N.V.,13.0,Yes,Yes,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,3,True,True,True,True,True,True,True,True,True,True,True,True,True,13,6,white
